RecordType,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,ModelMatchStatus,CurrentConfirmedFundingAmount,CurrentMappedFundingAmount,CurrentAssumptionFundingAmount,CurrentModelFundingAmount,CurrentComponentsMissingInput,CurrentRowsMissingInput,CurrentComponentsMissingRate,CurrentRowsMissingRate,ProposedCalculationUnitCount,ProposedPrincipalPositions,OperationalEnrollmentBasis,CharterBuildingPolicy,ProposedBaseFundingAmount,ProposedCentralOfficeFundingAmount,ProposedPositionBasedFundingAmount,ProposedComponentsMissingInput,ProposedRowsMissingInput,ProposedComponentsMissingRate,ProposedRowsMissingRate,PositionBasedComparisonBasis,FullModelComparisonBasis,CurrentModelComplete,ProposedModelComplete,ComparisonComplete,ComparisonStatus,ComparisonInterpretation,ProposedOpportunityFundingAmount,ProposedOperationalFundingAmount,IsSchool,Enrollment,LI,MLL,K8Enrollment,Grade10Enrollment,ProposedWeightedFundingAmount,ProposedModelFundingAmount,PositionBasedFundingDifference,PreliminaryPositionBasedPercentDifference,PositionBasedPercentDifference,FullModelFundingDifference,PreliminaryFullModelPercentDifference,FullModelPercentDifference,ReportPositionBasedPercentDifference,ReportGrossFullModelPercentDifference,PositionBasedDirection,GrossFullModelDirection,CurrentModeledFundingPerStudent,ProposedPositionBasedFundingPerStudent,ProposedWeightedFundingPerStudent,ProposedFullModelFundingPerStudent,AdjustedReportingScope,ExcludedLEA,WeightedPoolTreatment
School,2026,2025-09-30,15,Lake Forest School District,District,TRUE,658,Lake Forest East Elementary School,Matched,3025948.25,157432.18,333338.42,3516718.85,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3713323.41,0,3713323.41,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,425687.36255597486,641404.6161510439,TRUE,355,96,45,355,0,1067091.9787070188,4780415.388707019,196604.56000000006,5.590568037589928,,1263696.5387070193,35.93396551182985,,5.590568037589928,35.93396551182985,Increase,Increase,9906.250281690141,10460.065943661972,3005.89289776625,13465.958841428224,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,15,Lake Forest School District,District,TRUE,665,Lake Forest High School,Matched,7849219.75,723169.74,518119,9090508.49,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,9670066.77,0,9670066.77,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1030787.4616865882,1859078.0533396644,TRUE,1005,277,45,0,279,2889865.5150262527,12559932.285026252,579558.2799999993,6.375422019984267,,3469423.795026252,38.16534354313388,,6.375422019984267,38.16534354313388,Increase,Increase,9045.28207960199,9621.956985074627,2875.488074652988,12497.445059727614,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,15,Lake Forest School District,District,TRUE,660,Lake Forest North Elementary School,Matched,3289290.1,175593.45,429800.75,3894684.3,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3962203.23,0,3962203.23,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,405826.9050359113,644559.758286378,TRUE,398,120,2,398,0,1050386.6633222892,5012589.893322289,67518.93000000017,1.7336175360863053,,1117905.5933222892,28.703368674125635,,1.7336175360863053,28.703368674125635,Increase,Increase,9785.638944723618,9955.284497487437,2639.1624706590183,12594.446968146454,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,15,Lake Forest School District,District,TRUE,662,Lake Forest South Elementary School,Matched,3337367.6,181723.33,437630.51,3956721.44,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,4016487.24,0,4016487.24,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,566592.6035649043,758340.0385894537,TRUE,413,166,5,413,0,1324932.6421543579,5341419.882154359,59765.80000000028,1.5104879356884997,,1384698.4421543586,34.996106325704815,,1.5104879356884997,34.996106325704815,Increase,Increase,9580.439322033899,9725.150702179177,3208.0693514633363,12933.220053642515,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,16,Laurel School District,District,TRUE,783,Laurel Elementary School,Matched,7095715.55,493138.13,954080.65,8542934.33,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,8824331.06,0,8824331.06,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1827137.3281831,2150782.328284771,TRUE,977,385,232,977,0,3977919.6564678713,12802250.716467872,281396.73000000045,3.2939118940880405,,4259316.386467872,49.85776809158584,,3.2939118940880405,49.85776809158584,Increase,Increase,8744.047420675537,9032.068638689867,4071.5656668043716,13103.634305494239,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,16,Laurel School District,District,TRUE,782,Laurel Middle School,Matched,2696136.6,158804.79,338558.26,3193499.65,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3332906.48,0,3332906.48,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,642196.065919959,816287.3139925211,TRUE,365,135,82,365,0,1458483.3799124802,4791389.85991248,139406.83000000007,4.365330993538706,,1597890.2099124803,50.03570956747969,,4.365330993538706,50.03570956747969,Increase,Increase,8749.31410958904,9131.250630136987,3995.8448764725485,13127.095506609536,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,16,Laurel School District,District,TRUE,756,Laurel Senior High School,Matched,5390048.7,520698.56,370085,6280832.26,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,6633185.09,0,6633185.09,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1093786.2197053435,1519428.6288328841,TRUE,683,229,141,0,199,2613214.8485382274,9246399.938538227,352352.8300000001,5.609970389497396,,2965567.6785382275,47.21615791946381,,5.609970389497396,47.21615791946381,Increase,Increase,9195.94767203514,9711.837613469985,3826.0832335845203,13537.920847054505,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,16,Laurel School District,District,TRUE,752,North Laurel Early Learning Academy,Matched,4425842.2,280657.21,518433.31,5224932.72,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,5502771.54,0,5502771.54,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1015409.2271230479,1234896.6099789229,TRUE,474,216,126,426,0,2250305.837101971,7753077.377101971,277838.8200000003,5.317557849816683,,2528144.657101971,48.386166723730966,,5.317557849816683,48.386166723730966,Increase,Increase,11023.064810126582,11609.222658227849,4747.480668991499,16356.703327219348,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,88,MOT Charter School,Charter,TRUE,587,MOT Charter School,Matched,9433854.15,877363.89,1025800.17,11337018.22,2,,2,,3,3,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,11737509.98,0,11737509.98,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,406223.12363980286,1552004.6581992449,TRUE,1390,86,51,689,184,1958227.7818390478,13695737.761839049,400491.7599999998,3.5326022436259237,,2358719.5418390483,20.805466623295665,,3.5326022436259237,20.805466623295665,Increase,Increase,8156.128215827339,8444.251784172662,1408.796965351833,9853.048749524496,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,18,Milford School District,District,TRUE,668,Banneker (Benjamin) Elementary School,Matched,3085564.35,158648.54,319244.85,3563457.73,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,3781161.54,0,3781161.54,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,663913.7981457642,815327.7604565175,TRUE,357,122,110,328,0,1479241.5586022816,5260403.098602282,217703.81000000006,6.109341726357452,,1696945.368602282,47.62075201049969,,6.109341726357452,47.62075201049969,Increase,Increase,9981.67431372549,10591.488907563025,4143.533777597428,14735.022685160453,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,18,Milford School District,District,TRUE,675,Milford Central Academy,Matched,4998926,368033.26,656237.16,6023196.42,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,6209805.62,0,6209805.62,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,985197.5585763177,1382114.8914688372,TRUE,690,200,136,690,0,2367312.450045155,8577118.070045155,186609.2000000002,3.098175569708553,,2553921.6500451546,42.40143392244138,,3.098175569708553,42.40143392244138,Increase,Increase,8729.270173913043,8999.718289855073,3430.8876087610943,12430.605898616166,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,18,Milford School District,District,TRUE,676,Milford Middle School,Matched,4919117.35,372819.38,663544.94,5955481.66,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,6118738.56,0,6118738.56,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1065308.0075506389,1414495.757404147,TRUE,704,217,146,704,0,2479803.764954786,8598542.324954785,163256.89999999944,2.7412879313610286,,2643060.6649547853,44.380300634739676,,2.7412879313610286,44.380300634739676,Increase,Increase,8459.490994318183,8691.39,3522.448529765321,12213.83852976532,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
School,2026,2025-09-30,18,Milford School District,District,TRUE,678,Milford Senior High School,Matched,8994425.8,891376.08,592136,10477937.88,1,,0,,1,1,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,11135205.19,0,11135205.19,0,,0,,Current modeled funding versus proposed Base Funding,Current modeled funding versus all proposed funding,FALSE,TRUE,FALSE,Partial because the current model has missing inputs or rates,Preliminary arithmetic comparison only; at least one model has missing inputs or rates,1715725.6095013474,2471126.836736698,TRUE,1231,328,266,0,286,4186852.4462380456,15322057.636238046,657267.3099999987,6.272868932107074,,4844119.756238045,46.231613622031176,,6.272868932107074,46.231613622031176,Increase,Increase,8511.728578391552,9045.658155970756,3401.179891338786,12446.838047309542,TRUE,Bryan Allen Stevenson School of Excellence,Fixed pools redistributed across the adjusted reporting scope
