Model,CalculationLevel,SchoolYear,CountDate,DistrictCode,DistrictName,LEAType,IncludeInStatewide,SchoolCode,SchoolName,IsSchool,IsSchoolCalculationUnit,CalculationUnitType,CalculationUnitName,CalculationUnitSequence,SchoolCalculationUnitCount,OperationalEnrollmentBasis,CharterBuildingPolicy,FundingSection,Component,RateComponent,QuantityType,SourceField,Rule,RawInputValue,AppliedFactor,FundingQuantity,CalculationStatus,CalculationComplete,ProvidedFundingRate,RateBasis,RateSourceCell,RecalculatedFundingRate,SelectedFundingRate,SelectedMethod,FundingRate,RateMethod,RateAvailable,FundingAmount,FundingComplete
Proposed model,School,2026,2025-09-30,69,ASPIRA Delaware,Charter,TRUE,568,ASPIRA Academy,TRUE,FALSE,Charter organization total,ASPIRA Academy,,3,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Operational Funding (State Support),Operational Funding - Vocational,Operational Funding - Vocational,Weighted student,VocationalEnrollment,Calculator vocational enrollment multiplied by 0.20.,48,0.2,9.6,Calculator charter organization-total row,TRUE,3244.992535780311,Per weighted student,Calculator!E31,3249.752259307186,3249.752259307186,recalculated,3249.752259307186,recalculated,TRUE,31197.621689348984,TRUE
Proposed model,School,2026,2025-09-30,69,ASPIRA Delaware,Charter,TRUE,568,ASPIRA Academy,TRUE,FALSE,Charter organization total,ASPIRA Academy,,3,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Low Income,Opportunity Funding - Low Income,Weighted student,LI,Low-income enrollment multiplied by 0.675.,402,0.675,271.35,Calculated from official shared school/charter total,TRUE,4953.004947079573,Per weighted student,Calculator!E20,4948.460869286712,4948.460869286712,recalculated,4948.460869286712,recalculated,TRUE,1342764.8568809496,TRUE
Proposed model,School,2026,2025-09-30,69,ASPIRA Delaware,Charter,TRUE,568,ASPIRA Academy,TRUE,FALSE,Charter organization total,ASPIRA Academy,,3,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Opportunity Funding (State Support),Opportunity Funding - Multilingual Learner,Opportunity Funding - Multilingual Learner,Weighted student,MLL,Multilingual learner enrollment multiplied by 0.47.,493,0.47,231.71,Calculated from official shared school/charter total,TRUE,4953.004947079573,Per weighted student,Calculator!E21,4948.460869286712,4948.460869286712,recalculated,4948.460869286712,recalculated,TRUE,1146607.8680224242,TRUE
Proposed model,LEA,2026,2025-09-30,9605,Academia Antonia Alonso,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),11-Month Supervisor,11-Month Supervisor,Position,TotalBasePositions,Total Base positions divided by 150; fractional positions are retained.,80.37754171754172,0.00666666666666666,0.5358502781169447,Calculated from Total Base positions; fractional positions retained,TRUE,113281.67,Per position,Calculator!E39,,,,113281.67,provided,TRUE,60702.01437505196,TRUE
Proposed model,LEA,2026,2025-09-30,9605,Academia Antonia Alonso,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Administrative Assistant,Administrative Assistant,Position,LEA,One position per LEA.,1,1,1,Calculated,TRUE,111365,Per position,Calculator!E36,,,,111365,provided,TRUE,111365,TRUE
Proposed model,LEA,2026,2025-09-30,9605,Academia Antonia Alonso,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Assistant Superintendent,Assistant Superintendent,Position,TotalBasePositions,"One per completed 300 Total Base positions, capped at two. The proposed materials do not explicitly authorize fractional positions, so the current-model completed-threshold rule is retained.",80.37754171754172,,0,Calculated from Total Base positions using completed 300-position thresholds; maximum two,TRUE,167858,Per position,Calculator!E37,,,,167858,provided,TRUE,0,TRUE
Proposed model,LEA,2026,2025-09-30,9605,Academia Antonia Alonso,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Buildings and Grounds Supervisor,Buildings and Grounds Supervisor,Position,LEA,One position per LEA.,1,1,1,Calculated,TRUE,123580,Per position,Calculator!E40,,,,123580,provided,TRUE,123580,TRUE
Proposed model,LEA,2026,2025-09-30,9605,Academia Antonia Alonso,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Director,Director,Position,TotalBasePositions,"One at 200 Total Base positions plus one per completed additional 100, capped at six.",80.37754171754172,,0,Calculated from Total Base positions using completed thresholds,TRUE,166369,Per position,Calculator!E38,,,,166369,provided,TRUE,0,TRUE
Proposed model,LEA,2026,2025-09-30,9605,Academia Antonia Alonso,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Food Services Supervisor,Food Services Supervisor,Position,BaseDivisionIPositions,One per LEA plus one per completed 500 Base Division I positions beyond the first 500.,58.39795143128477,,1,Calculated from Base Division I positions using completed thresholds,TRUE,123580,Per position,Calculator!E41,,,,123580,provided,TRUE,123580,TRUE
Proposed model,LEA,2026,2025-09-30,9605,Academia Antonia Alonso,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Reading Cadre,Reading Cadre,Position,LEA,One position per LEA.,1,1,1,Calculated,TRUE,96155,Per position,Calculator!E43,,,,96155,provided,TRUE,96155,TRUE
Proposed model,LEA,2026,2025-09-30,9605,Academia Antonia Alonso,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Superintendent,Superintendent,Position,LEA,One position per LEA.,1,1,1,Calculated,TRUE,188319,Per position,Calculator!E35,,,,188319,provided,TRUE,188319,TRUE
Proposed model,LEA,2026,2025-09-30,9605,Academia Antonia Alonso,Charter,TRUE,,LEA Total,FALSE,FALSE,LEA total,LEA Total,,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Central Office Funding (State Support),Transportation Supervisor,Transportation Supervisor,Position,Enrollment,"Enrollment divided by 7,500.",923,1.3333333333333334e-4,0.12306666666666669,Calculated,TRUE,123580,Per position,Calculator!E42,,,,123580,provided,TRUE,15208.578666666668,TRUE
Proposed model,School,2026,2025-09-30,9605,Academia Antonia Alonso,Charter,TRUE,4045,Academia Antonia Alonso,TRUE,TRUE,Charter building,Academia Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Administrative Support Professionals,Administrative Support Professionals,Position,AdministrativeSupportBase,One per 10 positions through 100; one per completed 12 thereafter.,47.57138787138788,,4,Calculated using threshold formula,TRUE,74017,Per position,Calculator!E15,,,,74017,provided,TRUE,296068,TRUE
Proposed model,School,2026,2025-09-30,9605,Academia Antonia Alonso,Charter,TRUE,4045,Academia Antonia Alonso,TRUE,TRUE,Charter building,Academia Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Assistant Principal,Assistant Principal,Position,AssistantPrincipalBase,"Apply the 25, 30, 50, 55, and additional 20-position thresholds.",50.57138787138788,,1.65,Calculated using threshold formula,TRUE,134266,Per position,Calculator!E14,,,,134266,provided,TRUE,221538.9,TRUE
Proposed model,School,2026,2025-09-30,9605,Academia Antonia Alonso,Charter,TRUE,4045,Academia Antonia Alonso,TRUE,TRUE,Charter building,Academia Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - 4-12 Regular Education,Division I Teacher - 4-12 Regular Education,Position,Enrollment4_12,Regular 4-12 enrollment divided by 20.,195,0.05,9.75,Calculated from adjusted charter building input,TRUE,96155,Per position,Calculator!E7,,,,96155,provided,TRUE,937511.25,TRUE
Proposed model,School,2026,2025-09-30,9605,Academia Antonia Alonso,Charter,TRUE,4045,Academia Antonia Alonso,TRUE,TRUE,Charter building,Academia Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Complex Special Education,Division I Teacher - Complex Special Education,Position,EnrollmentComplex,Complex enrollment divided by 2.6.,3,0.3846153846153846,1.1538461538461535,Calculated from adjusted charter building input,TRUE,96155,Per position,Calculator!E10,,,,96155,provided,TRUE,110948.0769230769,TRUE
Proposed model,School,2026,2025-09-30,9605,Academia Antonia Alonso,Charter,TRUE,4045,Academia Antonia Alonso,TRUE,TRUE,Charter building,Academia Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Intensive Special Education,Division I Teacher - Intensive Special Education,Position,EnrollmentIntense,Intensive enrollment divided by 6.,15,0.16666666666666666,2.5,Calculated from adjusted charter building input,TRUE,96155,Per position,Calculator!E9,,,,96155,provided,TRUE,240387.5,TRUE
Proposed model,School,2026,2025-09-30,9605,Academia Antonia Alonso,Charter,TRUE,4045,Academia Antonia Alonso,TRUE,TRUE,Charter building,Academia Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - K-3 Regular Education,Division I Teacher - K-3 Regular Education,Position,EnrollmentK3,Regular K-3 enrollment divided by 16.2.,373,0.0617283950617284,23.024691358024693,Calculated from adjusted charter building input,TRUE,96155,Per position,Calculator!E6,,,,96155,provided,TRUE,2213939.1975308643,TRUE
Proposed model,School,2026,2025-09-30,9605,Academia Antonia Alonso,Charter,TRUE,4045,Academia Antonia Alonso,TRUE,TRUE,Charter building,Academia Primary,1,2,total,Districts use one school code per calculation unit; charters use calculator building rows and retain the shared charter totals; student enrollment categories use largest remainder,Base Funding (State Support),Division I Teacher - Pre-K-12 Basic Special Education,Division I Teacher - Basic Special Education,Position,BasicPreK12Enrollment,Basic Pre-K special education plus Basic K-12 enrollment divided by 8.4.,20,0.11904761904761904,2.380952380952381,Calculated from adjusted charter building input,TRUE,96155,Per position,Calculator!E8,,,,96155,provided,TRUE,228940.47619047618,TRUE
